247,1,1656517627,1,57,0,247,0,0,False,0,0,active,,,[],5922.07,Perry St & Bleecker St,classic,True,40.73535398,71,59,247,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db3fc9-0aca-11e7-82f6-3863bb44ef7c,-74.00483091,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
248,0,1656518278,1,3,6,248,5,1,False,1,82,active,,,[],5539.06,Laight St & Hudson St,classic,True,40.72185379,71,91,248,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db402c-0aca-11e7-82f6-3863bb44ef7c,-74.00771779,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
249,0,1656518411,1,0,0,249,2,1,False,1,27,active,,,[],5400.05,Harrison St & Hudson St,classic,True,40.71870987,71,27,249,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db408f-0aca-11e7-82f6-3863bb44ef7c,-74.0090009,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
250,0,1656518306,1,2,3,250,1,1,False,1,35,active,,,[],5561.06,Lafayette St & Jersey St,classic,True,40.72456089,71,40,250,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db40ef-0aca-11e7-82f6-3863bb44ef7c,-73.99565293,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
251,0,1656518497,1,4,0,251,0,1,False,1,22,active,,,[],5561.04,Mott St & Prince St,classic,True,40.72317958,71,27,251,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db4158-0aca-11e7-82f6-3863bb44ef7c,-73.99480012,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
252,0,1656518508,1,2,19,252,2,1,False,1,11,active,,,[],5797.01,MacDougal St & Washington Sq,classic,True,40.73226398,71,33,252,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db41bf-0aca-11e7-82f6-3863bb44ef7c,-73.99852205,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
254,0,1656518105,1,2,38,254,1,1,False,1,7,active,,,[],5914.03,W 11 St & 6 Ave,classic,True,40.73532427,71,47,254,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db4282-0aca-11e7-82f6-3863bb44ef7c,-73.99800419,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
257,0,1656518526,1,2,27,257,6,1,False,1,41,active,,,[],5391.06,Lispenard St & Broadway,classic,True,40.71939226,71,70,257,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db4351-0aca-11e7-82f6-3863bb44ef7c,-74.00247214,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
258,0,1656518168,1,4,18,258,0,1,False,1,1,active,,,[],4461.04,DeKalb Ave & Vanderbilt Ave,classic,True,40.68940747,71,23,258,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db43b5-0aca-11e7-82f6-3863bb44ef7c,-73.96885458,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
259,0,1656518358,1,7,2,259,1,1,False,1,30,active,,,[],4846.01,South St & Whitehall St,classic,True,40.70122128,71,39,259,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db4417-0aca-11e7-82f6-3863bb44ef7c,-74.01234218,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
