,station_id,counts,name,lat,lon,station_type,capacity
218,3640,1,Journal Square,40.73367,-74.0625,classic,18
219,3641,1,Broadway & W 25 St,40.74286877312112,-73.98918628692627,classic,73
220,3648,1,Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.97077560424805,classic,25
221,3664,15,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,classic,29
222,3668,9,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,classic,26
223,3674,3,Jay St & York St,40.701403172577244,-73.98672670125961,classic,27
224,3676,3,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608,classic,24
225,3678,1,Fairmount Ave,40.72572613742557,-74.07195925712585,classic,18
226,3681,2,Grand St,40.71517767732029,-74.03768330812454,classic,18
227,3690,1,Park Pl & Church St,40.71334184275907,-74.00935515761375,classic,36
228,3692,15,5 St & Market St,40.699997484388504,-73.97440128028393,classic,39
229,3693,7,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738,classic,27
230,3708,1,W 13 St & 5 Ave,40.735445,-73.99431,classic,29
231,3715,6,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,classic,31
232,3726,1,Center Blvd & 51 Ave,40.743366080270214,-73.95960688591003,classic,23
233,3727,8,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903,classic,38
234,3738,4,Delancey St & Eldridge St,40.719383,-73.991479,classic,31
235,3759,2,Irving Ave & Jefferson St,40.70538,-73.92535,classic,19
236,3760,5,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,classic,23
237,3762,5,3 Ave & Carroll St,40.677027,-73.9865,classic,27
238,3763,1,Wyckoff Av & Jefferson St,40.707165,-73.923711,classic,27
239,3764,1,Bushwick Ave & McKibbin St,40.705517,-73.93936,classic,21
240,3769,20,White St & Johnson Ave,40.707174,-73.93581,classic,23
241,3770,1,Central Ave & Flushing Ave,40.702831,-73.9333,classic,21
242,3772,5,Devoe St & Morgan Ave,40.713811,-73.93515,classic,19
243,3778,1,Irving Ave & DeKalb Ave,40.7027,-73.92095,classic,27
244,3783,5,Cliff St & Fulton St,40.70838,-74.00495,classic,65
245,3786,3,Division St & Bowery,40.714193,-73.996732,classic,49
246,3787,11,Dock 72 Way & Market St,40.69985,-73.97141,classic,22
247,3792,2,Columbus Dr at Exchange Pl,40.71687,-74.03281,classic,30
248,3795,2,10 St & 2 Ave,40.671907,-73.993612,classic,19
249,3804,3,Front St & Jay St,40.702461,-73.986842,classic,24
250,3811,2,27 Ave & 3 St,40.77485,-73.9342,classic,19
251,3816,1,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,classic,24
252,3817,4,Withers St & Kingsland Ave,40.71773,-73.94051,classic,18
253,3845,1,Irving Ave & Harman St,40.70108,-73.9179,classic,21
254,3850,1,Jefferson St & Cypress Ave,40.70907,-73.92157,classic,25
255,3854,2,Morgan Ave & Maspeth Ave,40.716657,-73.93637,classic,25
256,3855,4,Frost St & Debevoise Ave,40.71882,-73.93948,classic,22
257,3856,1,Kingsland Ave & Nassau Ave,40.72577,-73.94173,classic,25
258,3857,4,Engert Ave & McGuinness Blvd,40.72158,-73.94546,classic,19
259,3899,9,Manhattan Av & Leonard St,40.72084,-73.94844,classic,18
260,3904,23,Wyckoff Ave & Gates Ave,40.699871408829885,-73.91171872615814,classic,36
261,3905,1,4 Ave & E 12 St,40.732647,-73.99011,classic,27
262,3911,5,Wyckoff St & Nevins St,40.683426,-73.984275,classic,22
263,3913,2,Sands St Gate,40.699569,-73.979827,classic,19
264,3916,2,Pearl St & Peck Slip,40.708485,-74.002751,classic,0
265,3917,2,Willoughby St & Ashland Pl,40.69178,-73.97877,classic,31
266,3922,8,Alexander Ave & E 134 St,40.807466,-73.927107,classic,19
267,3949,1,Brook Ave & E 138 St,40.807408,-73.91924,classic,23
268,4036,2,Motorgate,40.7639089,-73.9477213,classic,36
269,4037,2,Roosevelt Island Tramway,40.757284,-73.9536,classic,39
270,4058,12,Madison Av & E 51 St,40.75863,-73.97513,classic,61
